"Praca Recepcjonista/ Recepcjonistka"	"http://www.pracuj.pl/praca/recepcjonista-recepcjonistka-krakow,oferta,3813566"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/hays%20poland,20008108"
"Praca Asystentka Zarządu – płatny staż"	"http://www.pracuj.pl/praca/asystentka-zarzadu-platny-staz-ozarow-mazowiecki,oferta,3813549"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/logart,20008006"
"Praca Finance and Banking Operations Specialist "	"http://www.pracuj.pl/praca/finance-and-banking-operations-specialist-krakow,oferta,3754251"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/hays%20poland,20008108"
"Praca Junior AP Accountant with German/Slovakian/Danish/Swedish/Finnish"	"http://www.pracuj.pl/praca/junior-ap-accountant-with-german-slovakian-danish-swedish-finnish-torun,oferta,3754348"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/g-force%20sp.%20z%20o.o.,20057788"
"Praca Analityk AML"	"http://www.pracuj.pl/praca/analityk-aml-warszawa,oferta,3758704"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/citi%20service%20center,20064973"
"Praca Specjalista Automatyk Utrzymania Ruchu"	"http://www.pracuj.pl/praca/specjalista-automatyk-utrzymania-ruchu-gliwice,oferta,3761025"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/horyzont%20s.c.bartosz%20nestorowicz-x44-%20joanna%20nestorowicz,26"
"Praca Starszy Konsultant w dziale Management Consulting - nowe technologie"	"http://www.pracuj.pl/praca/starszy-konsultant-w-dziale-management-consulting-nowe-technologie-warszawa,oferta,3761276"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Tax Specialist"	"http://www.pracuj.pl/praca/tax-specialist-krakow-zabierzow-pow-krakowski,oferta,3762422"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/shell%20business%20operations,18800723"
"Praca Software Engineer - Java EE Developer "	"http://www.pracuj.pl/praca/software-engineer-java-ee-developer-wroclaw,oferta,3764647"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/redknee%20poland%20sp.%20z%20o.o.,20138583"
"Praca Praktykant w dziale Management Consulting - sektor finansowy"	"http://www.pracuj.pl/praca/praktykant-w-dziale-management-consulting-sektor-finansowy-warszawa,oferta,3764922"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Team Leader/ Brygadzista"	"http://www.pracuj.pl/praca/team-leader-brygadzista-jelcz-laskowice,oferta,3765502"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/steripack%20medical%20poland%20sp.%20z%20o.o.,18797872"
"Praca Network Engineer"	"http://www.pracuj.pl/praca/network-engineer-wroclaw,oferta,3765697"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/css%20corp%20sp.%20z%20o.o.,20065967"
"Praca Superbohater Sprzedaży ...czyli Junior Account Manager"	"http://www.pracuj.pl/praca/superbohater-sprzedazy-czyli-junior-account-manager-krakow,oferta,3766278"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/grupa%20pracuj,18800136"
"Praca Stażysta/-ka w Dziale Sprzedaży"	"http://www.pracuj.pl/praca/stazysta-ka-w-dziale-sprzedazy-krakow,oferta,3766388"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/grupa%20pracuj,18800136"
"Praca Junior Account Manager"	"http://www.pracuj.pl/praca/junior-account-manager-krakow,oferta,3766464"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/grupa%20pracuj,18800136"
"Praca Junior Key Account"	"http://www.pracuj.pl/praca/junior-key-account-warszawa,oferta,3766747"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/loyalty%20partner%20polska%20sp.%20z%20o.o.%20(payback),20064601"
"Praca Technik Automatyk"	"http://www.pracuj.pl/praca/automatyk-katowice,oferta,3767225"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/autoneum%20poland,20000019"
"Praca Tester Oprogramowania w zakresie testów automatycznych"	"http://www.pracuj.pl/praca/tester-oprogramowania-w-zakresie-testow-automatycznych-wroclaw,oferta,3768393"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/capgemini%20software%20solutions%20center,20002367"
"Praca Asystent ds. Wsparcia Sprzedaży"	"http://www.pracuj.pl/praca/asystent-ds-wsparcia-sprzedazy-poznan,oferta,3773781"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/centranet%20s.c.,20085433"
"Praca Praktykant w dziale Management Consulting - regulacje"	"http://www.pracuj.pl/praca/praktykant-w-dziale-management-consulting-regulacje-warszawa,oferta,3769422"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Vertriebsleiter/in"	"http://www.pracuj.pl/praca/vertriebsleiter-in-lodzkie,oferta,3772877"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/anonymous%20advertisement,0"
"Praca Specjalista ds. Konstrukcji Aluminiowych"	"http://www.pracuj.pl/praca/specjalista-ds-konstrukcji-aluminiowych-ochmanow-pow-wielicki,oferta,3770979"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/oknoplast,18798174"
"Praca Starszy Konsultant w dziale doradztwa podatkowego"	"http://www.pracuj.pl/praca/starszy-konsultant-w-dziale-doradztwa-podatkowego-warszawa,oferta,3771660"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Analityk - Konsultant"	"http://www.pracuj.pl/praca/analityk-konsultant-warszawa,oferta,3771740"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/it%20connect%20sp.%20z%20o.o.,18802921"
"Praca Grafik"	"http://www.pracuj.pl/praca/grafik-warszawa,oferta,3771916"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Konsultant w Zespole Instytucji Finansowych"	"http://www.pracuj.pl/praca/konsultant-w-zespole-instytucji-finansowych-warszawa,oferta,3771987"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Programista C#, ASP.NET"	"http://www.pracuj.pl/praca/programista-c%23-asp-net-warszawa,oferta,3772063"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/nivette%20fleet%20management%20sp.%20z%20o.o,20019168"
"Praca Praktykant w dziale Marketingu i Komunikacji"	"http://www.pracuj.pl/praca/praktykant-w-dziale-marketingu-i-komunikacji-warszawa,oferta,3772739"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Architekt"	"http://www.pracuj.pl/praca/architekt-poznan,oferta,3773231"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/elektrobudowa%20sa,20003969"
"Praca Kontroler Jakości "	"http://www.pracuj.pl/praca/kontroler-jakosci-jelcz-laskowice,oferta,3773272"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/steripack%20medical%20poland%20sp.%20z%20o.o.,18797872"
"Praca Software Engineer"	"http://www.pracuj.pl/praca/software-engineer-lodz,oferta,3773660"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/tomtom,20114914"
"Praca Office & Personal Assistant"	"http://www.pracuj.pl/praca/office-personal-assistant-warszawa,oferta,3773745"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/axa%20direct%20solutions,20111333"
"Praca HR IT Product Specialist/ HR IT Product Manager"	"http://www.pracuj.pl/praca/hr-it-product-specialist-hr-it-product-manager-krakow,oferta,3773995"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/advisory%20group%20test%20human%20resources,18"
"Praca Informatyk"	"http://www.pracuj.pl/praca/informatyk-warszawa,oferta,3774097"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/trakcja%20s.a.,20015117"
"Praca HCM Service Manager"	"http://www.pracuj.pl/praca/hcm-service-manager-krakow,oferta,3774098"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/advisory%20group%20test%20human%20resources,18"
"Praca Młodsza(-y) Księgowa(-y)"	"http://www.pracuj.pl/praca/mlodsza-y-ksiegowa-y-wroclaw,oferta,3774138"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/dms%20tax,20000023"
"Praca Autor Opracowujący Dokumentację Produktu"	"http://www.pracuj.pl/praca/autor-opracowujacy-dokumentacje-produktu-warszawa,oferta,3774141"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/basf%20polska%20sp.%20z%20o.o.,20182548"
"Praca Konsultant ds. Rekrutacji w zespole IT (outsourcing)"	"http://www.pracuj.pl/praca/konsultant-ds-rekrutacji-w-zespole-it-outsourcing-warszawa,oferta,3774230"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/g-force%20sp.%20z%20o.o.,20057788"
"Praca Magazynier"	"http://www.pracuj.pl/praca/magazynier-sroda-slaska,oferta,3774246"	"Praca Hays Poland"	"http://www.pracuj.pl/poznaj-pracodawce/basf%20polska%20sp.%20z%20o.o.,20182548"
"Praca Konsultant w zespole zarządzania ryzykiem finansowym"	"http://www.pracuj.pl/praca/konsultant-w-zespole-zarzadzania-ryzykiem-finansowym-warszawa,oferta,3774289"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Praktykant w zespole zarządzania ryzykiem finansowym - ACC"	"http://www.pracuj.pl/praca/praktykant-w-zespole-zarzadzania-ryzykiem-finansowym-acc-warszawa,oferta,3774293"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Praktykant w zespole zarządzania ryzykiem finansowym"	"http://www.pracuj.pl/praca/praktykant-w-zespole-zarzadzania-ryzykiem-finansowym-warszawa,oferta,3774295"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Konsultant ds. ryzyka kredytowego"	"http://www.pracuj.pl/praca/konsultant-ds-ryzyka-kredytowego-warszawa,oferta,3774299"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Konsultant ds. billingu"	"http://www.pracuj.pl/praca/konsultant-ds-billingu-warszawa,oferta,3774502"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/outbox%20sp.%20z%20o.o.,18802701"
"Praca Specjalista ds. Kadr i Płac"	"http://www.pracuj.pl/praca/specjalista-ds-kadr-i-plac-wroclaw,oferta,3774689"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/apteka%20dr.max,20107142"
"Praca Laborant"	"http://www.pracuj.pl/praca/laborant-niemcy,oferta,3774703"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/boryszew%20hr%20service,20173375"
"Praca Planista Produkcji"	"http://www.pracuj.pl/praca/planista-produkcji-stalowa-wola,oferta,3774788"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/zak%c5%82ad%20obr%c3%b3bki%20i%20proces%c3%b3w%20specjalnych%20sp.%20z%20o.o.,20091312"
"Praca Associate Brand Manager"	"http://www.pracuj.pl/praca/associate-brand-manager-warszawa,oferta,3774721"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/procter-x38-gamble%20ds%20polska%20sp.%20z%20o.o.,18804616"
"Praca Specjalista ds. kontrolingu"	"http://www.pracuj.pl/praca/specjalista-ds-kontrolingu-torun,oferta,3774757"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/boryszew%20automotive%20plastics%20sp.%20z%20o.o.,20173375"
"Praca Manager Działu Księgowości"	"http://www.pracuj.pl/praca/manager-dzialu-ksiegowosci-torun,oferta,3774766"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/boryszew%20hr%20service%20sp.%20z%20o.o.,20173375"
"Praca Przedstawiciel Regionalny"	"http://www.pracuj.pl/praca/przedstawiciel-regionalny-malopolskie,oferta,3774779"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/paul%20hartmann%20polska%20sp.%20z%20o.o.,18803265"
"Praca  Staż / Praktyka w Nutricia Zakłady Produkcyjne"	"http://www.pracuj.pl/praca/staz-praktyka-w-nutricia-zaklady-produkcyjne-opole,oferta,3774784"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/nutricia%20zak%c5%82ady%20produkcyjne%20sp.%20z%20o.o.,15711588"
"Praca Asystent działu eksportu"	"http://www.pracuj.pl/praca/asystent-dzialu-eksportu-blonie-okolice-warszawa-okolice,oferta,3774819"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/zak%c5%82ad%20przetw%c3%b3rstwa%20owocowo-warzywnego%20-x34-dawtona-x34-,17476438"
"Praca Technolog - Programista CNC"	"http://www.pracuj.pl/praca/technolog-programista-cnc-stalowa-wola,oferta,3774825"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/zak%c5%82ad%20obr%c3%b3bki%20i%20proces%c3%b3w%20specjalnych%20sp.%20z%20o.o.,20091312"
"Praca Trainee in Customer Services with English"	"http://www.pracuj.pl/praca/trainee-in-customer-services-with-english-krakow,oferta,3774878"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/transporeon%20sp.%20z%20o.o.,20006410"
"Praca Front-End Development Engineer"	"http://www.pracuj.pl/praca/front-end-development-engineer-gdansk,oferta,3774933"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/utc%20fire%20-x38-%20security,18798799"
"Praca Conversion Manager"	"http://www.pracuj.pl/praca/conversion-manager-gdansk,oferta,3774989"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/getresponse%20sp.%20z%20o.o.,20006502"
"Praca JAVA Software Engineer"	"http://www.pracuj.pl/praca/java-software-engineer-lodz,oferta,3776108"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/cyient,20191281"
"Praca Spedytor Międzynarodowy"	"http://www.pracuj.pl/praca/spedytor-miedzynarodowy-poznan,oferta,3775046"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/skat%20transport%20sp.%20z%20o.o.%20sp.k.,20011980"
"Praca Supplier Development Engineer"	"http://www.pracuj.pl/praca/supplier-development-engineer-wroclaw,oferta,3775127"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/whirlpool%20corporation,7625238"
"Praca Knowledge Management Specialist"	"http://www.pracuj.pl/praca/knowledge-management-specialist-krakow,oferta,3775589"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/advisory%20group%20test%20human%20resources,18"
"Praca Verification Engineer / Tester"	"http://www.pracuj.pl/praca/verification-engineer-tester-wroclaw,oferta,3775613"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/redknee%20poland%20sp.%20z%20o.o.,20138583"
"Praca Source to Pay Team Leader"	"http://www.pracuj.pl/praca/source-to-pay-team-leader-krakow,oferta,3775627"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/advisory%20group%20test%20human%20resources,18"
"Praca  Specjalista ds. Sprzedaży"	"http://www.pracuj.pl/praca/specjalista-ds-sprzedazy-krakow,oferta,3775664"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/sage%20sp.%20z%20o.o.,16547501"
"Praca Corporate Accountant (BI)"	"http://www.pracuj.pl/praca/corporate-accountant-bi-warszawa,oferta,3775670"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/cbre%20corporate%20outsourcing%20global%20corporate%20services,20109502"
"Praca Pełnomocnik Zarządu ds. Kontaktu z Klientem"	"http://www.pracuj.pl/praca/pelnomocnik-zarzadu-ds-kontaktu-z-klientem-katowice,oferta,3775707"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/konsorcjum%20prawno-finansowe%20vertus%20s.a.,20056966"
"Praca Konstruktor - Embedded Software Engineer"	"http://www.pracuj.pl/praca/konstruktor-embedded-software-engineer-bielawa,oferta,3775819"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/lincoln%20electric%20bester%20sp.%20z%20o.o.,20064745"
"Praca Konstruktor - elektronik PCB"	"http://www.pracuj.pl/praca/konstruktor-elektronik-pcb-bielawa,oferta,3775844"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/lincoln%20electric%20bester%20sp.%20z%20o.o.,20064745"
"Praca Dzień otwarty – dni kariery"	"http://www.pracuj.pl/praca/dzien-otwarty-dni-kariery-krakow,oferta,3776019"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/brown%20brothers%20harriman,20108123"
"Praca Senior Hedge Fund Accountant"	"http://www.pracuj.pl/praca/senior-hedge-fund-accountant-wroclaw,oferta,3776336"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/bny%20mellon%20poland,20010784"
"Praca Praktykant w Kancelarii prawniczej"	"http://www.pracuj.pl/praca/praktykant-w-kancelarii-prawniczej-lodz,oferta,3777227"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Przedstawiciel Medyczny"	"http://www.pracuj.pl/praca/przedstawiciel-medyczny-lodzkie,oferta,3799402"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/zak%c5%82ady%20farmaceutyczne%20-x34-unia-x34-%20sp%c3%b3%c5%82dzielnia%20pracy,1041"
"Praca Performance Analyst - Reporting automation"	"http://www.pracuj.pl/praca/performance-analyst-reporting-automation-krakow,oferta,3777873"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/nokia%20solutions%20and%20networks,20004469"
"Praca Asystent w dziale Usług Księgowych"	"http://www.pracuj.pl/praca/asystent-w-dziale-uslug-ksiegowych-warszawa,oferta,3778024"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Junior IT Auditor"	"http://www.pracuj.pl/praca/junior-it-auditor-zabierzow-pow-krakowski,oferta,3778175"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/ubs,20003268"
"Praca Opportunities in Finance Product Controlling"	"http://www.pracuj.pl/praca/opportunities-in-finance-product-controlling-zabierzow-pow-krakowski,oferta,3778179"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/ubs,20003268"
"Praca Opportunities in PMO Services (Project Analyst)"	"http://www.pracuj.pl/praca/opportunities-in-pmo-services-project-analyst-zabierzow-pow-krakowski,oferta,3778195"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/ubs,20003268"
"Praca Specjalista ds. Obsługi Klienta"	"http://www.pracuj.pl/praca/specjalista-ds-obslugi-klienta-blonie,oferta,3779472"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/eurocash%20franczyza,3061236"
"Praca Analityk - Projektant Aplikacji Biznesowej"	"http://www.pracuj.pl/praca/analityk-projektant-aplikacji-biznesowej-wroclaw,oferta,3779732"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/capgemini%20software%20solutions%20center,20002367"
"Praca Praktykant - Asystent w dziale doradztwa podatkowego"	"http://www.pracuj.pl/praca/praktykant-asystent-w-dziale-doradztwa-podatkowego-warszawa,oferta,3779799"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/kpmg,37"
"Praca Specjalista ds. Komunikacji Marketingowej"	"http://www.pracuj.pl/praca/specjalista-ds-komunikacji-marketingowej-bielsko-biala,oferta,3779823"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/profi%20credit%20polska%20s.a.,14359676"
"Praca Specjalista ds. Nieruchomości"	"http://www.pracuj.pl/praca/specjalista-ds-nieruchomosci-lublin,oferta,3780531"	"Praca KPMG"	"http://www.pracuj.pl/poznaj-pracodawce/eurocash%20dystrybucja,20000409"
